station,era,q,wl
SW93.5L,During,14703.141634307502,2.083428949834829
SW93.5L,During,15206.524059980784,2.140814147057628
SW93.5L,During,15727.14048045457,2.1985160779059294
SW93.5L,During,16265.580925419312,2.256534742379732
SW93.5L,During,16822.455625049333,2.3148701404790373
SW93.5L,During,17398.395701594567,2.373522272203842
SW93.5L,During,17994.05388464959,2.432491137554152
SW93.5L,During,18610.105250911034,2.4917767365299603
SW93.5L,During,19247.24798926159,2.5513790691312757
SW93.5L,During,19906.204192047702,2.6112981353580915
SW93.5L,During,20587.720673447806,2.6715339352104053
SW93.5L,During,21292.569815858467,2.732086468688225
SW93.5L,During,22021.55044525777,2.792955735791544
SW93.5L,During,22775.488736537958,2.8541417365203676
SW93.5L,During,23555.239149833422,2.9156444708746907
SW93.5L,During,24361.685398905134,2.977463938854518
SW93.5L,During,25195.741452679104,3.0396001404598483
SW93.5L,During,26058.352571073858,3.1020530756906766
SW93.5L,During,26950.496376290994,3.1648227445470134
SW93.5L,During,27873.183960782546,3.2279091470288463
SW93.5L,During,28827.461033151725,3.2913122831361843
SW93.5L,During,29814.409103284586,3.3550321528690272
SW93.5L,During,30835.146708056618,3.4190687562273663
SW93.5L,During,31890.83067900302,3.4834220932112103
SW93.5L,During,32982.65745338942,3.548092163820553
SW93.5L,During,34111.86443016899,3.613078968055401
SW93.5L,During,35279.73137236249,3.6783825059157484
SW93.5L,During,36487.58185745088,3.744002777401601
SW93.5L,During,37736.78477742406,3.809939782512955
SW93.5L,During,39028.755890185836,3.8761935212498084
SW93.5L,During,40364.95942407347,3.942763993612167
SW93.5L,During,41746.90973731018,4.009651199600027
SW93.5L,During,43176.173034270905,4.07685513921339
SW93.5L,During,44654.369140507646,4.144375812452257
SW93.5L,During,46183.17333854444,4.21221321931662
SW93.5L,During,47764.31826652371,4.280367359806489
SW93.5L,During,49399.595881855326,4.348838233921856
SW93.5L,During,51090.859492093914,4.417625841662729
SW93.5L,During,52840.02585534607,4.486730183029101
SW93.5L,During,54649.077352587934,4.556151258020978
SW93.5L,During,56520.064234355,4.625889066638356
SW93.5L,During,58455.10694435059,4.695943608881234
SW93.5L,During,60456.398522606156,4.766314884749617
SW93.5L,During,62526.20709091717,4.837002894243499
SW93.5L,During,64666.878423371374,4.908007637362886
SW93.5L,During,66880.83860488255,4.979329114107771
SW93.5L,During,69170.59678074294,5.0509673244781625
SW93.5L,During,71538.74800031044,5.122922268474058
SW93.5L,During,73987.97615805335,5.195193946095453
SW93.5L,During,76521.05703528535,5.267782357342351
SW93.5L,During,79140.86144603975,5.340687502214746
SW93.5L,During,81850.35849064583,5.4139093807126475
SW93.5L,During,84652.6189206964,5.487447992836051
SW93.5L,During,87550.81861921975,5.5613033385849535
SW93.5L,During,90548.24219999988,5.635475417959357
